word,type,inflections,freq,french,sentence
bluff,verb,"bluff, bluffed, bluffing, bluffs",40,bluffer,"He tried to bluff his way through the interrogation, hoping to mislead the detective."
bribe,verb,"bribe, bribed, bribes, bribing",40,corrompre,He attempted to bribe the official to overlook the violation.
bum,verb,"bum, bummed, bumming, bums",40,Se casser,He bummed a cigarette off the stranger in the alley.
conceive,verb,"conceive, conceived, conceives, conceiving",40,concevoir,I couldn’t conceive of a more brilliant solution to the problem.
diner,noun,"diner, diners",40,dîneur,"After a long day, the diner ordered a hearty steak and potatoes."
donor,noun,"donor, donors",40,donneur,The hospital relies on generous blood donor programs to meet patient needs.
drill,verb,"drill, drilled, drilling, drills",40,forer,The carpenter used a drill to create precise holes in the wood.
expel,verb,"expel, expelled, expelling, expels",40,expulser,The student was expelled for cheating on the final exam.
finals,noun,finals,40,examens,The looming finals filled me with anxiety.
flow,verb,"flow, flowed, flowing, flows",40,couler,The river’s current flowed swiftly downstream.
garlic,noun,"garlic, garlics",40,Ail,The aroma of garlic filled the kitchen as she prepared the stew.
golf,verb,"golf, golfed, golfing, golfs",40,jouer au golf,He golfed all day at the country club.
groin,noun,"groin, groins",40,aisselle,The boxer’s groin was badly bruised after the intense fight.
handful,noun,"handful, handfuls",40,poignée,He offered her a handful of colorful wildflowers.
hike,verb,"hike, hiked, hikes, hiking",40,randonner,We decided to hike through the scenic mountain trails.
importance,noun,"importance, importances",40,Importance,The researcher stressed the importance of further investigation.
intimacy,noun,"intimacy, intimacies",40,intimité,The couple sought to deepen their intimacy through shared experiences and quiet conversations.
inventor,noun,"inventor, inventors",40,inventeur,The brilliant inventor dedicated his life to creating innovative machines.
mentor,noun,"mentor, mentors",40,mentor,My former professor served as a valuable mentor during my academic career.
mummy,noun,"mummy, mummies",40,mumie,The archaeologist carefully brushed the mummy’s linen wrappings.
ninth,noun,"ninth, ninths",40,neuvième,The ninth layer of the onion was particularly pungent.
occupy,verb,"occupy, occupied, occupies, occupying",40,occuper,The protesters planned to occupy City Hall to voice their concerns.
pamphlet,noun,"pamphlet, pamphlets",40,pamphlet,The activist handed out a small pamphlet detailing the proposed legislation.
pause,verb,"pause, paused, pauses, pausing",40,faire une pause,Please pause your music so we can hear the announcement.
pretentious,adjective,pretentious,40,pretentieux,His pretentious attempts to appear worldly only highlighted his ignorance.
ranch,noun,"ranch, ranches",40,ferme,The sprawling ranch offered breathtaking views of the valley.
reverse,adjective,reverse,40,Inversé,"The reversed car sped down the street, headlights blazing in the opposite direction."
rooster,noun,"rooster, roosters",40,coq,The rooster’s crow announced the start of a new day.
scramble,verb,"scramble, scrambled, scrambles, scrambling",40,s'éparpiller,The paparazzi scrambled to get a photo of the celebrity as she left the restaurant.
scrape,verb,"scrape, scraped, scrapes, scraping",40,gratter,He had to scrape the ice off the windshield before driving.
sensation,noun,"sensation, sensations",40,sensation,The spicy chili peppers produced a surprising sensation on my tongue.
shuttle,noun,"shuttle, shuttles",40,navette,The shuttle delivered supplies to the isolated research station.
stall,verb,"stall, stalled, stalling, stalls",40,bloquer,The negotiation stalled due to a lack of compromise.
storm,verb,"storm, stormed, storming, storms",40,éclabousser,The rainstorm splashed against the windows.
summon,verb,"summon, summoned, summoning, summons",40,appeler,The wizard summoned a fierce dragon to protect his castle.
tad,noun,"tad, tads",40,tads,"The little frog’s tad emerged from its egg, a tiny, wrinkled promise of life."
tan,verb,"tan, tanned, tanning, tans",40,teindre,She tanned the leather boots with beeswax and linseed oil.
tango,noun,"tango, tangos, tangoes",40,tango,The passionate tango dancer moved gracefully across the floor.
teeny,adjective,"teeny, teenier, teeniest",40,minuscule,The tiny seed held a teeny promise of a giant sunflower.
tenth,numerals,"tenth, tenths",40,dixième,It was the tenth time he had failed the exam.
thirty-six,numerals,thirty-six,40,trente-six,The detective noted the thirty-six (numerals) listed in the suspect’s diary.
thrill,noun,"thrill, thrills",40,excitation,The roller coaster’s sudden drop filled her with a genuine thrill.
trash,verb,"trash, trashed, trashes, trashing",40,Jeter,Please don’t trash the environment.
twenty-nine,numerals,twenty-nine,40,vingt-neuf,She was twenty-nine years old.
unexpected,adjective,unexpected,40,Inattendu,The sudden downpour was an unexpected disruption to our picnic.
unicorn,noun,"unicorn, unicorns",40,Licorne,The child’s bedroom was decorated with a majestic unicorn poster.
unknown,adjective,unknown,40,inconnu,The path ahead was shrouded in an unknown darkness.
unpack,verb,"unpack, unpacked, unpacking, unpacks",40,déballer,Please unpack your suitcase before you start exploring the city.
useful,adjective,useful,40,utile,That old map was surprisingly useful for navigating the forest.
variety,noun,"variety, varieties",40,variété,The restaurant offered a great variety of dishes to choose from.
vicious,adjective,vicious,40,malfaisant,The vicious dog lunged at the mail carrier with unrelenting aggression.
voter,noun,"voter, voters",40,électeur,The election results hinged on a surge in young voter turnout.
warning,noun,"warning, warnings",40,Avertissement,The emergency exit sign displayed a clear warning.
writing,noun,"writing, writings",40,écriture,The novelist’s meticulous writing was praised for its evocative imagery.
photograph,noun,"photograph, photographs",40,photographie,The photographer meticulously framed the sunset for a stunning photograph.
jerky,noun,jerky,40,chips,"The jerky movement of the robot caused a strange, unsettling sensation."
manure,noun,"manure, manures",40,fumier,The farmer spread manure across the field to enrich the soil.
razor,noun,"razor, razors",40,rasoir,The barber carefully honed the razor before giving him a clean shave.
animate,verb,"animate, animated, animates, animating",39,animer,The storyteller used gestures and voices to animate the ancient fairy tale for the children.
ATM,abbreviation,"ATM, ATMs",39,Distributeur,I used the ATM to withdraw cash.
atmosphere,noun,"atmosphere, atmospheres",39,atmosphère,The smoky jazz club created a mysterious atmosphere.
boundary,noun,"boundary, boundaries",39,frontière,The hikers carefully navigated the mountain’s treacherous boundary.
cardboard,noun,"cardboard, cardboards",39,carton,The artist used cardboard to create a unique sculpture.
cherish,verb,"cherish, cherished, cherishes, cherishing",39,Chérir,I will always cherish the memories of our time together.
civilization,noun,"civilization, civilizations",39,civilisation,The archaeologist meticulously documented the remnants of a lost civilization.
commander,noun,"commander, commanders",39,commandant,The seasoned commander oversaw the entire operation with calm authority.
conquer,verb,"conquer, conquered, conquering, conquers",39,conquérir,The seasoned general aimed to conquer the enemy fortress.
convenience,noun,"convenience, conveniences",39,convénience,The new shopping center offers unparalleled convenience for residents.
cook,noun,"cook, cooks",39,cuisinier,The experienced cook oversaw the entire dinner preparation.
cram,verb,"cram, crammed, cramming, crams",39,mouiller,He tried to cram all the information into his head before the exam.
deadline,noun,"deadline, deadlines",39,Date limite,Meeting the project’s deadline is crucial for its successful completion.
detector,noun,"detector, detectors",39,détecteur,The security guard used a metal detector to scan for weapons.
dresser,noun,"dresser, dressers",39,commode,She carefully placed her jewelry on the dresser.
elegant,adjective,elegant,39,élégant,The dancer moved with an elegant grace across the stage.
empire,noun,"empire, empires",39,empire,The Roman Empire dominated much of Europe and North Africa for centuries.
extraordinary,adjective,extraordinary,39,extraordinaire,The magician’s performance was truly extraordinary.
grandson,noun,"grandson, grandsons",39,petit-fils,The grandson excitedly showed his grandfather his newly built model airplane.
helpless,adjective,helpless,39,impuissant,"The injured hiker was utterly helpless, unable to move without assistance."
hike,noun,"hike, hikes",39,randonnée,The challenging hike tested her endurance.
historical,adjective,historical,39,historique,The museum displayed a collection of historical artifacts from the Roman Empire.
homeless,noun,homeless,39,sans-abri,"The homeless man shivered, seeking shelter from the cold rain."
hottie,noun,"hottie, hotties",39,belle,The hottie at the bar caught my eye with her dazzling smile.
identical,adjective,identical,39,identique,The two twins looked identical.
initiate,verb,"initiate, initiated, initiates, initiating",39,initier,The company decided to initiate a new marketing campaign to boost sales.
investigate,verb,"investigate, investigated, investigates, investigating",39,enquêter,The detective began to investigate the suspicious circumstances surrounding the disappearance.
itch,verb,"itch, itched, itches, itching",39,gratter,He desperately needed to itch his nose after sneezing.
Jell-O,proper noun,Jell-O,39,Jell-O,My daughter insisted on making a rainbow Jell-O mold for dessert.
juvenile,adjective,juvenile,39,jeune,The juvenile delinquent was sent to a reform school.
lack,verb,"lack, lacked, lacking, lacks",39,manquer,He lacked the confidence to speak in front of the large crowd.
Latin,proper noun,Latin,39,Latin,Cicero’s *De Re Publica* remains a cornerstone of Roman literature and a foundational text in Latin studies.
luggage,noun,luggage,39,bagages,The overflowing luggage caused a significant delay at the airport.
mannequin,noun,"mannequin, mannequins",39,mannequin,"The store displayed a variety of clothing on the sleek, silent mannequin."
motivate,verb,"motivate, motivated, motivates, motivating",39,motiver,The coach’s inspiring words motivated the team to play their best.
niece,noun,"niece, nieces",39,nièce,My niece loves to spend summers at her grandparents’ house.
passport,noun,"passport, passports",39,passeport,I need my passport to travel internationally.
pharmacist,noun,"pharmacist, pharmacists",39,pharmacien,The pharmacist carefully dispensed the medication to the patient.
pitcher,noun,"pitcher, pitchers",39,pichet,He filled the pitcher with ice water for the party.
planetarium,noun,"planetarium, planetaria, planetariums",39,planétarium,We spent the evening marveling at the constellations projected in the planetarium.
poisoning,noun,"poisoning, poisonings",39,empoisonnement,The detective suspected poisoning was responsible for the businessman’s sudden illness.
policeman,noun,"policeman, policemen",39,policier,The policeman directed traffic during the busy afternoon rush hour.
precisely,adverb,precisely,39,précisément,The clock ticked precisely at midnight.
profile,noun,"profile, profiles",39,profil,His LinkedIn profile showcased his extensive experience in marketing.
reconsider,verb,"reconsider, reconsidered, reconsidering, reconsiders",39,reconsidérer,"After reviewing the data, we need to reconsider our initial strategy."
ritual,noun,"ritual, rituals",39,rituel,"The wedding ceremony was a beautiful, ancient ritual."
robbery,noun,"robbery, robberies",39,vol,The police are investigating the recent robbery at the jewelry store.
self-esteem,noun,self-esteem,39,estime de soi,Her low self-esteem made it difficult for her to accept compliments.
semen,noun,semen,39,sperme,The lab results confirmed the presence of semen in the sample.
six-pack,noun,"six-pack, six-packs",39,abdos sculptés,Her dedication to fitness resulted in a noticeable six-pack.
sleigh,noun,"sleigh, sleighs",39,traîneau,The horse pulled the sleigh through the freshly fallen snow.
spontaneous,adjective,spontaneous,39,spontané,Her spontaneous laughter filled the room with joy.
stat,noun,"stat, stats",39,statistiques,The police presented a stat showing a significant rise in petty theft in the downtown area.
stunning,adjective,stunning,39,Époustouflant,The sunset over the mountains was absolutely stunning.
supper,noun,"supper, suppers",39,dîner,"After a long day, we enjoyed a delicious supper with family."
tab,noun,"tab, tabs",39,carte,Please leave your tab on the table so someone can clear it later.
thirty-four,numerals,thirty-four,39,trente-quatre,The baker carefully counted thirty-four numerals in the order of the recipe.
thirty-seven,numerals,thirty-seven,39,trente-sept,The athlete finished the race in thirty-seven minutes.
toast,verb,"toast, toasted, toasting, toasts",39,brûler,He toasted the bread until it was golden brown.
tolerate,verb,"tolerate, tolerated, tolerates, tolerating",39,tolérer,I can only tolerate a small amount of noise while I work.
translate,verb,"translate, translated, translates, translating",39,Traduire,The interpreter needed to quickly translate the complex legal documents for the client.
tuxedo,noun,"tuxedo, tuxedoes, tuxedos",39,costume-cérémoniel,He wore a black tuxedo to the formal gala.
wand,noun,"wand, wands",39,baguette,He pointed the wand dramatically at the stage curtain.
wipe,noun,"wipe, wipes",39,chiffon,The damp cloth served as a welcome wipe for his sweaty brow.
dimension,noun,"dimension, dimensions",39,Dimension,The artist explored multiple dimensions of the human experience in her latest work.
serial,adjective,serial,39,sérieux,"The detective pursued the serial killer with grim, serious determination."
toll,noun,"toll, tolls",39,péage,The toll booth attendant collected the toll for the bridge.
affection,noun,"affection, affections",38,affection,Her genuine affection for her grandchildren shone through in every hug and story.
African-American,proper noun,"African-American, African-Americans",38,Afro-Américain,"Martin Luther King Jr., an African-American leader, advocated for civil rights."
anchor,verb,"anchor, anchors",38,Ancrer,The ship anchored in the calm harbor.
anthropology,noun,anthropology,38,anthropologie,The anthropologist’s research focused on the anthropology of ancient burial rituals.
atom,noun,"atom, atoms",38,atome,The scientist studied the behavior of individual atoms under extreme pressure.
author,verb,"author, authors",38,écrivain,The author drafted a compelling narrative for the upcoming novel.
blend,verb,"blend, blended, blending, blends, blent",38,mélanger,The artist skillfully blended the colors to create a vibrant sunset.
blink,verb,"blink, blinked, blinking, blinks",38,cligner,I blinked in surprise at the sudden noise.
blonde,noun,"blonde, blondes",38,blond(e),"The blonde sat by the window, lost in thought."
brakes,noun,brakes,38,freins,The car’s brakes squealed as he slammed on them.
breed,verb,"breed, bred, breeding, breeds",38,Élever,The farmer carefully breeds his sheep for superior wool.
brochure,noun,"brochure, brochures",38,brochure,The travel agency handed out glossy brochures detailing their vacation packages.
clay,noun,clay,38,argile,The sculptor carefully molded the clay into a beautiful vase.
coin,verb,"coin, coined, coining, coins",38,frapper,He tried to coin a clever excuse for being late.
coitus,noun,coitus,38,coït,The passionate embrace culminated in coitus.
correction,noun,"correction, corrections",38,correction,The teacher’s detailed correction helped the student understand the errors in their essay.
curly,adjective,"curly, curlier, curliest",38,bouclé,Her **curly** hair bounced with every step she took.
custody,noun,custody,38,Tutelle,The court awarded sole custody of the children to the mother.
direct,adjective,"direct, directer, directest",38,direct,The artist’s direct approach to the subject matter captivated the audience.
diversity,noun,"diversity, diversities",38,diversité,The company actively sought to foster a culture of diversity.
dodge,verb,"dodge, dodged, dodges, dodging",38,esquiver,He skillfully dodged the falling debris.
drain,verb,"drain, drained, draining, drains",38,évacuer,The leaky faucet continued to drain the bathtub slowly.
dye,verb,"dye, dyed, dyeing, dyes",38,teindre,She decided to dye her hair a vibrant shade of blue.
dynamite,noun,"dynamite, dynamites",38,dynamite,The demolition crew carefully loaded the dynamite into the trucks.
equation,noun,"equation, equations",38,équation,Solving the complex equation revealed the hidden relationship between the variables.
errand,noun,"errand, errands",38,course,He ran out on an errand to pick up the dry cleaning.
exclusive,adjective,exclusive,38,exclusif,The restaurant offered an exclusive menu for VIP guests.
halftime,noun,"halftime, halftimes",38,mi-temps,The coach reminded the team to focus during halftime.
hearing,noun,"hearing, hearings",38,l'audition,The doctor’s hearing aid amplified the patient’s whispered concerns.
hoop,noun,"hoop, hoops",38,Anneau,She jumped through the hoop to win the competition.
hunk,noun,"hunk, hunks",38,bras,That incredibly strong hiker was a real hunk.
invade,verb,"invade, invaded, invades, invading",38,envahir,The army prepared to invade the enemy territory.
invasion,noun,"invasion, invasions",38,invasion,The army prepared for the impending invasion.
jealousy,noun,"jealousy, jealousies",38,jalousie,His jealousy of his brother’s success was palpable.
jingle,verb,"jingle, jingled, jingles, jingling",38,tringoter,The sleigh bells jingle merrily as it travels down the snowy lane.
judgmental,adjective,"judgmental, judgemental",38,préjugé,His judgmental attitude towards new ideas stifled creativity in the group.
kingdom,noun,"kingdom, kingdoms",38,royaume,The aging king ruled over his vast kingdom.
label,verb,"label, labeled, labeling, labels",38,étiqueter,Please label the boxes clearly before transporting them.
lollipop,noun,"lollipop, lollipops, lollypop, lollypops",38,bonbon,She unwrapped the colorful lollipop and savored each sweet bite.
lying,noun,"lying, lyings",38,mensonge,The detective uncovered a web of lies surrounding the inheritance.
manipulate,verb,"manipulate, manipulated, manipulates, manipulating",38,manipuler,He attempted to manipulate the situation to his advantage.
max,noun,"max, maxes",38,Max,The athlete pushed himself to max effort during the final sprint.
mechanic,noun,"mechanic, mechanics",38,mécanicien,The experienced mechanic quickly diagnosed the engine problem.
mode,noun,"mode, modes",38,mode,The fashion designer’s latest collection was a bold statement in the current mode.
narrow,verb,"narrow, narrowed, narrowing, narrows",38,rétrécir,The river narrowed as it flowed through the canyon.
oath,noun,"oath, oaths",38,serment,He took an oath to protect the innocent.
odor,noun,"odor, odors",38,odeur,"The bakery filled the street with a warm, inviting odor."
outstanding,adjective,outstanding,38,exceptionnel,Her performance was truly outstanding.
owl,noun,"owl, owls",38,chouette,"The owl silently perched on the branch, watching the forest below."
pope,noun,"pope, popes",38,pape,The pope addressed the world’s leaders from the Vatican.
pursuit,noun,"pursuit, pursuits",38,chasse,His relentless pursuit of knowledge consumed his entire life.
rely,verb,"rely, relied, relies, relying",38,compter,I can only rely on her support during this difficult time.
reputation,noun,"reputation, reputations",38,Réputation,Her tireless work ethic solidified her positive reputation within the community.
restore,verb,"restore, restored, restores, restoring",38,restaurer,The skilled craftsman carefully restored the antique furniture to its original glory.
rhyme,verb,"rhyme, rhymed, rhymes, rhyming",38,raconter,She tried to rhyme the couplet with a clever turn of phrase.
rum,noun,"rum, rums",38,rum,"The old sailor’s weathered face held the stories of countless voyages, filled with the scent of rum."
scoop,noun,"scoop, scoops",38,copier,The reporter secured a major scoop by uncovering the leaked documents.
screw,noun,"screw, screws",38,Vis,He tightened the screw on the wobbly chair.
scrotum,noun,"scrotum, scrota, scrotums",38,Scrotum,The doctor examined the patient’s scrotum for any signs of inflammation.
spoiler,noun,"spoiler, spoilers",38,spoiler,The car’s spoiler added a sporty look to its design.
superstar,noun,"superstar, superstars",38,superstar,Beyoncé is undoubtedly a superstar of modern music.
surface,noun,"surface, surfaces",38,surface,The smooth surface of the lake reflected the sunset.
teens,noun,teens,38,ados,The teens spent the evening playing video games.
tweet,verb,"tweet, tweeted, tweeting, tweets",38,twitteriser,She decided to tweet her thoughts about the concert to her followers.
two thousand,numerals,two thousand,38,deux mille,The company reported a loss of two thousand dollars.
undercover,adjective,undercover,38,discrètement,The detective conducted an undercover operation to infiltrate the criminal organization.
veteran,noun,"veteran, veterans",38,ancien,The veteran offered his expertise to help the new recruits.
viewer,noun,"viewer, viewers",38,spectateur,The television viewer was captivated by the dramatic storyline.
wax,verb,"wax, waxed, waxes, waxing",38,mouiller,She used a candle to wax the antique furniture.
whine,verb,"whine, whined, whines, whining",38,pleurer,She began to whine incessantly about the uncomfortable seat.
windshield,noun,"windshield, windshields",38,pare-brise,"The rain obscured the windshield, making it difficult to see the road ahead."
bait,noun,"bait, baits",38,appât,The fisherman used a shiny lure as bait to attract the trout.
epic,adjective,epic,38,Épique,The dragon’s fiery breath created an epic spectacle.
working,adjective,working,38,travailant,The working man diligently completed his tasks.
shovel,noun,"shovel, shovels",38,pelle,He used the shovel to clear the snow from the driveway.
execute,verb,"execute, executed, executes, executing",37,exécuter,The judge ordered the prisoner to execute the death sentence.
experiment,verb,"experiment, experimented, experimenting, experiments",37,expérimenter,The scientists decided to experiment with a new formula for the rocket fuel.
fireplace,noun,"fireplace, fireplaces",37,cheminée,The crackling fireplace cast a warm glow across the room.
flee,verb,"flee, fled, fleeing, flees",37,s'enfuir,The frightened child began to flee from the roaring flames.
flood,noun,"flood, floods",37,inondation,The floodwaters destroyed the entire village.
half-hour,noun,"half-hour, half-hours",37,demi-heure,I spent a half-hour discussing the project with my colleague.
heritage,noun,"heritage, heritages",37,héritage,The family’s rich heritage included centuries of farming traditions.
housewife,noun,"housewife, housewives",37,ménagère,The exhausted housewife collapsed onto the sofa after a long day of cooking and cleaning.
instructor,noun,"instructor, instructors",37,enseignant,The experienced instructor patiently guided the students through the complex dance routine.
leftover,noun,"leftover, leftovers",37,reste,The leftover pizza was perfect for lunch.
lieutenant,noun,"lieutenant, lieutenants",37,Lieutenant,The lieutenant commanded the platoon during the tactical maneuver.
lovable,adjective,lovable,37,attachant,The puppy’s lovable demeanor instantly won over everyone who met him.
mayonnaise,noun,"mayonnaise, mayonnaises",37,mayonnaise,The creamy mayonnaise was the perfect addition to her sandwich.
microphone,noun,"microphone, microphones",37,micro,The singer adjusted the microphone before stepping onto the stage.
nudity,noun,nudity,37,nu/âge,The photograph depicted a shocking display of nudity.
obligation,noun,"obligation, obligations",37,obligation,Fulfilling the contract was a serious obligation for the company.
obsession,noun,"obsession, obsessions",37,Obsession,His obsession with collecting antique stamps consumed all of his time and energy.
patrol,noun,"patrol, patrols",37,gendarme,The police patrol maintained a visible presence to deter crime.
salty,adjective,"salty, saltier, saltiest",37,salé,The air smelled salty after the storm.
schnapps,noun,"schnapps, schnaps",37,snaps,He offered her a shot of cherry schnapps after dinner.
setup,noun,"setup, setups",37,mise en place,The meticulous setup of the stage allowed for a flawless performance.
shortly,adverb,shortly,37,brièvement,He apologized shortly after the mistake occurred.
sour,adjective,"sour, sourer, sourest",37,acide,The lemon juice had a very sour taste.
spectacular,adjective,spectacular,37,spectaculaire,The sunset over the mountains was truly spectacular.
steroid,noun,"steroid, steroids",37,stéroïdes,The athlete used steroids to enhance his performance.
stomp,verb,"stomp, stomps, stomped, stomping",37,piétiner,The angry child began to stomp his feet in frustration.
survival,noun,"survival, survivals",37,survie,The harsh desert conditions tested the crew’s survival.
sweatshirt,noun,"sweatshirt, sweatshirts",37,pull-over,I grabbed my favorite sweatshirt to keep warm on the chilly evening.
swell,adjective,swell,37,génial,The concert’s energy was swell.
theirs,function word,theirs,37,les,The children enjoyed playing with theirs toys.
traitor,noun,"traitor, traitors",37,traître,He was branded a traitor for selling out his country.
uptight,adjective,uptight,37,étroit,His uptight demeanor made it difficult to relax around him.
wait,noun,"wait, waits",37,attente,The long wait for the train was exhausting.
arrival,noun,"arrival, arrivals",37,arrivée,The arrival of the guests caused quite a stir.
autograph,verb,"autograph, autographed, autographing, autographs",37,maté signer,The fan begged the celebrity to autograph his album.
babysit,verb,"babysit, babysat, babysits, babysitting",37,garder,She offered to babysit her little brother while their parents were out.
backstage,adverb,backstage,37,derrière,"The technicians worked diligently backstage, adjusting the lighting for the final act."
bond,noun,"bond, bonds",37,lien,The strong family bond helped them overcome any challenge.
boogie,noun,"boogie, boogies",37,tapis,The little boy spent the entire afternoon lost in his boogie.
busboy,noun,"busboy, busboys",37,serveur,The busboy diligently cleared tables after the busy dinner service.
buttocks,noun,buttocks,37,fessier(s),The athlete’s powerful buttocks propelled him forward during the sprint.
camel,noun,"camel, camels",37,chameau,The camel trudged slowly across the vast desert landscape.
cattle,noun,cattle,37,boeufs,The farmer led his cattle to the pasture for grazing.
chalk,noun,"chalk, chalks",37,craie,He used chalk to write the equations on the blackboard.
cheater,noun,"cheater, cheaters",37,faux pas,His blatant use of insider information made him a notorious cheater.
clone,noun,"clone, clones",37,clone,The scientist created a clone of the extinct woolly mammoth.
cobra,noun,"cobra, cobras",37,Cobra,"The snake, a deadly cobra, silently slithered through the tall grass."
contribution,noun,"contribution, contributions",37,Contribution,Her thoughtful contribution to the project significantly improved the final outcome.
cough,verb,"cough, coughed, coughing, coughs",37,toux,"He coughed loudly, trying to suppress the irritation in his throat."
devote,verb,"devote, devoted, devotes, devoting",37,consacrer,She decided to devote her time to volunteering at the local animal shelter.
dip,verb,"dip, dipped, dipping, dips",37,tremper,She dipped her bread into the olive oil.
doodle,verb,"doodle, doodled, doodles, doodling",37,gribouiller,She liked to doodle in the margins of her notebook while listening to music.
ease,verb,"ease, eased, eases, easing",37,rassoirer,The musician hoped to ease the tension with a calming melody.
erection,noun,"erection, erections",37,Érection,The sudden erection of the scaffolding caused a delay in the construction project.
harm,verb,"harm, harmed, harming, harms",37,nuire,The reckless driver’s actions threatened to harm the cyclists.
ideal,adjective,ideal,37,idéal,His goal of becoming a concert pianist was his ideal.
lease,noun,"lease, leases",37,location,We signed a five-year lease on the new office building.
legendary,adjective,legendary,36,Legendaire,The band’s legendary status stemmed from their electrifying performances and innovative music.
absurd,adjective,"absurd, absurder, absurdest",36,absurde,The idea of wearing a hat made of cheese to a formal dinner was utterly absurd.
additional,adjective,additional,36,supplémentaire,We needed additional supplies to complete the project.
advertise,verb,"advertise, advertised, advertises, advertising",36,publiciser,The company will advertise its new product through television commercials.
appetizer,noun,"appetizer, appetizers",36,entrée,The chef prepared an exquisite array of appetizers before the main course.
attraction,noun,"attraction, attractions",36,attraction,The artist’s use of vibrant colors created a strong attraction in the viewers.
blow,noun,"blow, blows",36,jet,The strong wind created a powerful blow that damaged the trees.
brick,noun,"brick, bricks",36,tuile,The construction crew laid a new brick in the wall.
canned,adjective,canned,36,en conserve,"The fruit was deliciously sweet, clearly preserved in a perfectly canned manner."
caterer,noun,"caterer, caterers",36,traiteur,The experienced caterer ensured a flawless and delicious meal for the wedding reception.
center,adjective,center,36,central,"The center of the room was dominated by a large, ornate mirror."
chilly,adjective,"chilly, chillier, chilliest",36,froid,The autumn evening felt chilly despite the layers of clothing.
classmate,noun,"classmate, classmates",36,camarade,"My classmate, Sarah, always helped me with my math homework."
conclude,verb,"conclude, concluded, concludes, concluding",36,conclure,"After careful consideration, the jury was ready to conclude their deliberations."
consult,verb,"consult, consulted, consulting, consults",36,consulter,I need to consult a specialist before making a decision about my health.
correctly,adverb,correctly,36,correctement,She answered the complex question correctly.
cozy,adjective,"cozy, cozier, coziest",36,confortable,The fireplace created a cozy atmosphere in the small cabin.
curiosity,noun,"curiosity, curiosities",36,curiosité,Her boundless curiosity led her down countless winding paths of discovery.
dorm,noun,"dorm, dorms",36,dormir,The exhausted traveler collapsed onto the dorm after a long day of hiking.
educate,verb,"educate, educated, educates, educating",36,éduquer,The teacher strives to educate her students on the importance of environmental conservation.
educational,adjective,educational,36,éducatif,The museum offered an incredibly educational experience for children.
enthusiasm,noun,"enthusiasm, enthusiasms",36,enthousiasme,His enthusiasm for the project was infectious.
filth,noun,filth,36,saleté,The abandoned house was filled with a shocking amount of filth.
fitness,noun,fitness,36,forme,Maintaining a consistent fitness routine is key to overall well-being.
forgiveness,noun,forgiveness,36,pardon,Her willingness to offer forgiveness eased the tension between them.
foul,noun,"foul, fouls",36,faux,"The referee signaled a foul play, preventing the forward from advancing further."
genitals,noun,genitals,36,génitales,The doctor examined the patient’s genitals for any signs of infection.
goddamned,adjective,goddamned,36,filort,That goddamned rain is ruining our picnic.
guess,noun,"guess, guesses",36,devinette,Her favorite part of the mystery novel was the clever guess.
gutter,noun,"gutter, gutters",36,rubbleton,"The rainwater flowed down the overflowing gutter, carrying leaves and debris."
heroin,noun,heroin,36,héroïne,The detective suspected the suspect was dealing in heroin.
horribly,adverb,horribly,36,horriblement,"The old house stood horribly silent, shrouded in an unsettling darkness."
household,noun,"household, households",36,ménage,The entire household was preparing for the holiday feast.
HR,abbreviation,HR,36,RSE,The HR department implemented a new policy focused on employee wellbeing.
infinite,adjective,infinite,36,Infini,The universe seemed to hold an infinite number of possibilities.
inject,verb,"inject, injected, injecting, injects",36,injecter,The doctor decided to inject the patient with the medication immediately.
leaf,noun,"leaf, leaves",36,feuille,The autumn wind scattered a vibrant red leaf across the lawn.
leap,verb,"leap, leaped, leaping, leaps, leapt",36,sauter,The cat leaped effortlessly onto the fence.
leap,noun,"leap, leaps",36,saut,The frog made a powerful leap across the pond.
link,noun,"link, links",36,lien,The website provided a helpful link to further information.
loving,adjective,loving,36,aimable,Her loving nature shone through in every kind gesture she offered.
manly,adjective,"manly, manlier, manliest",36,viril,His manly demeanor and quiet strength commanded respect.
many,adjective,many,36,nombreux,There were many people attending the concert.
masterpiece,noun,"masterpiece, masterpieces",36,chef-d'œuvre,The painter’s use of color and light elevated the portrait to a true masterpiece.
obnoxious,adjective,obnoxious,36,nauséabond,His obnoxious behavior constantly disrupted the peaceful atmosphere of the party.
Olympic,proper noun,Olympic,36,Olympique,"The athletes trained tirelessly, dreaming of competing in the Olympic Games."
opener,noun,"opener, openers",36,Décapant,The bottle opener was thankfully still working after years of heavy use.
orientation,noun,"orientation, orientations",36,orientation,The museum offered a fascinating introductory orientation to its permanent collection.
origin,noun,"origin, origins",36,Origine,The true origin of the legend remains a mystery.
orphan,noun,"orphan, orphans",36,orphelin,The orphan spent his childhood in the care of a distant relative.
penalty,noun,"penalty, penalties",36,pénalité,The late kickoff resulted in a significant financial penalty for the club.
residence,noun,"residence, residences",36,résidence,Her elegant residence overlooking the park was a favorite of visitors.
reverse,verb,"reverse, reversed, reverses, reversing",36,inverser,He reversed the car around the block to show off.
shallow,adjective,"shallow, shallower, shallowest",36,Superficiel,His understanding of the subject was disappointingly shallow.
shipment,noun,"shipment, shipments",36,expédition,The delayed shipment of goods caused significant disruption to the company’s operations.
siren,noun,"siren, sirens",36,sirène,The police siren wailed through the night.
