word,type,inflections,freq
superior,adjective,superior,53
surgeon,noun,"surgeon, surgeons",53
tease,verb,"tease, teased, teases, teasing",53
thus,adverb,thus,53
twenty-eight,numerals,twenty-eight,53
vegetarian,noun,"vegetarian, vegetarians",53
videotape,verb,"videotape, videotaped, videotapes, videotaping",53
view,verb,"view, viewed, viewing, views",53
wide,adverb,"wide, wider, widest",53
workout,noun,"workout, workouts",53
wound,noun,"wound, wounds",53
pyramid,noun,"pyramid, pyramids",53
buffet,noun,"buffet, buffets",53
antique,noun,"antique, antiques",52
appeal,verb,"appeal, appealed, appealing, appeals",52
arrangement,noun,"arrangement, arrangements",52
base,noun,"base, bases",52
blues,noun,blues,52
closure,noun,"closure, closures",52
dramatic,adjective,dramatic,52
generally,adverb,generally,52
guinea,adjective,guinea,52
hysterical,adjective,hysterical,52
ill,adjective,ill,52
lid,noun,"lid, lids",52
method,noun,"method, methods",52
outrageous,adjective,outrageous,52
peel,verb,"peel, peeled, peeling, peels",52
rash,noun,"rash, rashes",52
sacrifice,noun,"sacrifice, sacrifices",52
so-called,adjective,so-called,52
sophisticated,adjective,sophisticated,52
stool,noun,"stool, stools",52
struggle,verb,"struggle, struggled, struggles, struggling",52
subtle,adjective,"subtle, subtler, subtlest",52
suspend,verb,"suspend, suspended, suspending, suspends",52
tension,noun,"tension, tensions",52
water,verb,"water, watered, watering, waters",52
wealthy,adjective,"wealthy, wealthier, wealthiest",52
spare,adjective,"spare, sparer, sparest",52
cushion,noun,"cushion, cushions",52
rebel,noun,"rebel, rebels",52
Mafia,proper noun,Mafia,52
aim,verb,"aim, aimed, aiming, aims",51
auto,noun,"auto, autos",51
bowel,noun,"bowel, bowels",51
bug,verb,"bug, bugged, bugging, bugs",51
bummer,noun,"bummer, bummers",51
cater,verb,"cater, catered, catering, caters",51
CEO,abbreviation,"CEO, CEOs",51
chubby,adjective,"chubby, chubbier, chubbiest",51
comfort,verb,"comfort, comforted, comforting, comforts",51
conflict,noun,"conflict, conflicts",51
convert,verb,"convert, converted, converting, converts",51
dairy,noun,"dairy, dairies",51
division,noun,"division, divisions",51
donation,noun,"donation, donations",51
edit,verb,"edit, edited, editing, edits",51
expire,verb,"expire, expired, expires, expiring",51
flash,verb,"flash, flashed, flashes, flashing",51
flyer,noun,"flyer, flyers",51
freaky,adjective,"freaky, freakier, freakiest",51
goods,noun,goods,51
hamster,noun,"hamster, hamsters",51
honesty,noun,"honesty, honesties",51
ignorant,adjective,ignorant,51
inspiration,noun,"inspiration, inspirations",51
masturbate,verb,"masturbate, masturbated, masturbates, masturbating",51
melon,noun,"melon, melons",51
metaphor,noun,"metaphor, metaphors",51
midget,noun,"midget, midgets",51
moral,adjective,moral,51
motel,noun,"motel, motels",51
net,noun,"net, nets",51
one hundred fifty,numerals,one hundred fifty,51
participate,verb,"participate, participated, participates, participating",51
quarterback,noun,"quarterback, quarterbacks",51
radiation,noun,"radiation, radiations",51
raw,adjective,"raw, rawer, rawest",51
relate,verb,"relate, related, relates, relating",51
resident,noun,"resident, residents",51
seventy-two,numerals,seventy-two,51
snuggle,verb,"snuggle, snuggled, snuggles, snuggling",51
southern,adjective,"southern, southernmost",51
sticky,adjective,"sticky, stickier, stickiest",51
three-way,noun,"three-way, three-ways",51
tin,noun,"tin, tins",51
workplace,noun,"workplace, workplaces",51
zoom,verb,"zoom, zoomed, zooming, zooms",51
acting,noun,acting,51
spiritual,adjective,spiritual,51
slot,noun,"slot, slots",51
activate,verb,"activate, activated, activates, activating",50
air,verb,"air, aired, airing, airs",50
briefcase,noun,"briefcase, briefcases",50
cologne,noun,"cologne, colognes",50
competitive,adjective,competitive,50
cross,noun,"cross, crosses",50
depression,noun,"depression, depressions",50
early,adverb,"early, earlier, earliest",50
extend,verb,"extend, extended, extending, extends",50
fighter,noun,"fighter, fighters",50
gently,adverb,gently,50
gone,adjective,gone,50
graduation,noun,"graduation, graduations",50
grief,noun,"grief, griefs",50
growth,noun,"growth, growths",50
infect,verb,"infect, infected, infecting, infects",50
latte,noun,"latte, lattes",50
leak,noun,"leak, leaks",50
logical,adjective,logical,50
lure,verb,"lure, lured, lures, luring",50
macaroni,noun,"macaroni, macaronis",50
millennium,noun,"millennium, millennia, millenniums",50
ninety-nine,numerals,ninety-nine,50
olive,noun,"olive, olives",50
ordinary,adjective,ordinary,50
outer,adjective,"outer, outermost",50
oxygen,noun,"oxygen, oxygens",50
patient,adjective,"patient, patienter, patientest",50
peaceful,adjective,peaceful,50
phony,noun,"phony, phoney, phoneys, phonies",50
protocol,noun,"protocol, protocols",50
realistic,adjective,realistic,50
recital,noun,"recital, recitals",50
remarkable,adjective,remarkable,50
sabotage,verb,"sabotage, sabotaged, sabotages, sabotaging",50
sadly,adverb,sadly,50
senior,noun,"senior, seniors",50
sparkle,verb,"sparkle, sparkled, sparkles, sparkling",50
thirty-two,numerals,thirty-two,50
tow,verb,"tow, towed, towing, tows",50
vulnerable,adjective,vulnerable,50
waters,noun,waters,50
welcome,noun,"welcome, welcomes",50
wolf,noun,"wolf, wolves",50
wreck,noun,"wreck, wrecks",50
yum,interjection,yum,50
loaf,verb,"loaf, loaves",50
perfume,verb,"perfume, perfumes",50
bare,adjective,"bare, barer, barest",50
resume,noun,"resume, resumes",50
scar,noun,"scar, scars",50
bang,interjection,bang,50
address,verb,"address, addressed, addresses, addressing",49
agenda,noun,"agenda, agendas",49
assign,verb,"assign, assigned, assigning, assigns",49
autograph,noun,"autograph, autographs",49
await,verb,"await, awaited, awaiting, awaits",49
billionaire,noun,"billionaire, billionaires",49
bookstore,noun,"bookstore, bookstores",49
buyer,noun,"buyer, buyers",49
charade,noun,"charade, charades",49
collapse,verb,"collapse, collapsed, collapses, collapsing",49
conditioning,noun,"conditioning, conditionings",49
consequence,noun,"consequence, consequences",49
crooked,adjective,crooked,49
cultural,adjective,cultural,49
dating,noun,"dating, datings",49
December,proper noun,"December, Decembers",49
deli,noun,"deli, delis",49
examine,verb,"examine, examined, examines, examining",49
fry,verb,"fry, fried, fries, frying",49
grown,adjective,grown,49
hormone,noun,"hormone, hormones",49
hush,interjection,hush,49
insecure,adjective,insecure,49
intention,noun,"intention, intentions",49
international,adjective,international,49
karaoke,noun,"karaoke, karaokes",49
line,verb,"line, lined, lines, lining",49
maple,noun,"maple, maples",49
one thousand one hundred,numerals,one thousand one hundred,49
pose,verb,"pose, posed, poses, posing",49
psychiatrist,noun,"psychiatrist, psychiatrists",49
repair,noun,"repair, repairs",49
shotgun,noun,"shotgun, shotguns",49
steady,adjective,"steady, steadier, steadiest",49
strategy,noun,"strategy, strategies",49
tempt,verb,"tempt, tempted, tempting, tempts",49
vet,noun,"vet, vets",49
witness,verb,"witness, witnessed, witnesses, witnessing",49
yikes,interjection,yikes,49
hood,noun,"hood, hoods",49
dawn,noun,"dawn, dawns",49
motor,noun,"motor, motors",49
tent,noun,"tent, tents",49
tumor,noun,"tumor, tumors",48
bathtub,noun,"bathtub, bathtubs",48
bitch,verb,"bitch, bitched, bitches, bitching",48
broad,adjective,"broad, broader, broadest",48
brutal,adjective,brutal,48
buzz,verb,"buzz, buzzed, buzzes, buzzing",48
campaign,noun,"campaign, campaigns",48
conduct,verb,"conduct, conducted, conducting, conducts",48
copier,noun,"copier, copiers",48
cranky,adjective,"cranky, crankier, crankiest",48
eternal,adjective,eternal,48
foam,noun,"foam, foams",48
FYI,abbreviation,FYI,48
google,verb,"google, googles, googling, googled",48
greedy,adjective,"greedy, greedier, greediest",48
hiya,interjection,hiya,48
kisser,noun,"kisser, kissers",48
lava,noun,"lava, lavas",48
like,noun,"like, likes",48
loosen,verb,"loosen, loosened, loosening, loosens",48
Lord,interjection,Lord,48
mailbox,noun,"mailbox, mailboxes",48
naive,adjective,"naive, naiver, naivest",48
November,proper noun,"November, Novembers",48
particle,noun,"particle, particles",48
perspective,noun,"perspective, perspectives",48
plug,noun,"plug, plugs",48
privilege,noun,"privilege, privileges",48
resolve,verb,"resolve, resolved, resolves, resolving",48
scarf,noun,"scarf, scarfs, scarves",48
start,noun,"start, starts",48
trainer,noun,"trainer, trainers",48
unable,adjective,unable,48
unacceptable,adjective,unacceptable,48
unfortunate,adjective,unfortunate,48
update,noun,"update, updates",48
volcano,noun,"volcano, volcanoes, volcanos",48
weed,noun,"weed, weeds",48
worthy,adjective,"worthy, worthier, worthiest",48
vault,noun,"vault, vaults",48
permanent,adjective,permanent,48
gag,noun,"gag, gags",48
addicted,adjective,addicted,47
bah,interjection,bah,47
balance,verb,"balance, balanced, balances, balancing",47
bitter,adjective,"bitter, bitterer, bitterest",47
boo,verb,"boo, booed, booing, boos",47
braces,noun,braces,47
cashmere,noun,"cashmere, cashmeres",47
chimp,noun,"chimp, chimps",47
comfort,noun,"comfort, comforts",47
communist,noun,"communist, communists",47
consultant,noun,"consultant, consultants",47
criticize,verb,"criticize, criticized, criticizes, criticizing",47
cutie,noun,"cutie, cutey, cuteys, cuties",47
decaf,noun,"decaf, decaff, decaffs, decafs",47
demonstrate,verb,"demonstrate, demonstrated, demonstrates, demonstrating",47
denial,noun,"denial, denials",47
distraction,noun,"distraction, distractions",47
dunk,verb,"dunk, dunked, dunking, dunks",47
edition,noun,"edition, editions",47
embarrassment,noun,"embarrassment, embarrassments",47
extension,noun,"extension, extensions",47
Frisbee,proper noun,"Frisbee, Frisbees",47
grind,verb,"grind, grinding, grinds, ground",47
hairy,adjective,"hairy, hairier, hairiest",47
handy,adjective,"handy, handier, handiest",47
humble,adjective,"humble, humbler, humblest",47
juggle,verb,"juggle, juggled, juggles, juggling",47
kit,noun,"kit, kits",47
lift,noun,"lift, lifts",47
loyalty,noun,"loyalty, loyalties",47
lyric,noun,"lyric, lyrics",47
maestro,noun,"maestro, maestri, maestros",47
margarita,noun,"margarita, margaritas",47
molest,verb,"molest, molested, molesting, molests",47
occasionally,adverb,occasionally,47
overwhelm,verb,"overwhelm, overwhelmed, overwhelming, overwhelms",47
pee,noun,"pee, pees",47
pharmacy,noun,"pharmacy, pharmacies",47
preserve,verb,"preserve, preserved, preserves, preserving",47
properly,adverb,properly,47
restroom,noun,"restroom, restrooms",47
secure,adjective,"secure, securer, securest",47
settlement,noun,"settlement, settlements",47
sundae,noun,"sundae, sundaes",47
Thai,proper noun,Thai,47
toad,noun,"toad, toads",47
trailer,noun,"trailer, trailers",47
transform,verb,"transform, transformed, transforming, transforms",47
trust,noun,"trust, trusts",47
uterus,noun,"uterus, uteri, uteruses",47
violation,noun,"violation, violations",47
weekly,adjective,weekly,47
blog,noun,"blog, blogs",47
flying,adjective,flying,47
advise,verb,"advise, advised, advises, advising",46
altar,noun,"altar, altars",46
assembly,noun,"assembly, assemblies",46
bath,verb,"bath, bathed, bathing, baths",46
beaver,noun,"beaver, beavers",46
blazer,noun,"blazer, blazers",46
compromise,verb,"compromise, compromised, compromises, compromising",46
conspiracy,noun,"conspiracy, conspiracies",46
critical,adjective,critical,46
devastated,adjective,devastated,46
disappointment,noun,"disappointment, disappointments",46
drawing,noun,"drawing, drawings",46
dumpster,noun,"dumpster, dumpsters",46
feather,noun,"feather, feathers",46
feature,verb,"feature, featured, features, featuring",46
furious,adjective,furious,46
goddess,noun,"goddess, goddesses",46
housekeeper,noun,"housekeeper, housekeepers",46
immature,adjective,immature,46
jackpot,noun,"jackpot, jackpots",46
janitor,noun,"janitor, janitors",46
jungle,noun,"jungle, jungles",46
Korean,proper noun,"Korean, Koreans",46
lasagna,noun,"lasagna, lasagnas, lasagne, lasagnes",46
liberty,noun,"liberty, liberties",46
opponent,noun,"opponent, opponents",46
penguin,noun,"penguin, penguins",46
photographer,noun,"photographer, photographers",46
process,verb,"process, processed, processes, processing",46
psychic,adjective,psychic,46
puffy,adjective,"puffy, puffier, puffiest",46
quote,noun,"quote, quotes",46
racket,noun,"racket, rackets, racquet, racquets",46
region,noun,"region, regions",46
robe,noun,"robe, robes",46
sea,adjective,sea,46
sew,verb,"sew, sewed, sewing, sewn, sews",46
shatter,verb,"shatter, shattered, shattering, shatters",46
sickness,noun,sickness,46
sidekick,noun,"sidekick, sidekicks",46
skank,noun,"skank, skanks",46
spice,noun,"spice, spices",46
starter,noun,"starter, starters",46
stir,verb,"stir, stirred, stirring, stirs",46
structure,noun,"structure, structures",46
sub,noun,"sub, subs",46
tampon,noun,"tampon, tampons",46
touchdown,noun,"touchdown, touchdowns",46
pimp,noun,"pimp, pimps",46
brief,adjective,"brief, briefer, briefest",46
anxiety,noun,"anxiety, anxieties",45
approach,noun,"approach, approaches",45
bay,noun,"bay, bays",45
beat,noun,"beat, beats",45
buzz,noun,"buzz, buzzes",45
chemistry,noun,"chemistry, chemistries",45
desperately,adverb,desperately,45
diabetes,noun,diabetes,45
diarrhea,noun,"diarrhea, diarrheas",45
dictionary,noun,"dictionary, dictionaries",45
doorman,noun,"doorman, doormen",45
exploit,verb,"exploit, exploited, exploiting, exploits",45
fatty,noun,"fatty, fatties",45
fluid,noun,"fluid, fluids",45
forty-two,numerals,forty-two,45
funky,adjective,"funky, funkier, funkiest",45
gender,noun,"gender, genders",45
glitter,noun,"glitter, glitters",45
harass,verb,"harass, harassed, harasses, harassing",45
hen,noun,"hen, hens",45
improv,noun,"improv, improvs",45
interfere,verb,"interfere, interfered, interferes, interfering",45
irony,noun,"irony, ironies",45
married,adjective,married,45
novelty,noun,"novelty, novelties",45
phew,interjection,phew,45
phony,adjective,"phony, phoney, phonier, phoniest",45
previous,adjective,previous,45
rehab,noun,"rehab, rehabs",45
reindeer,noun,"reindeer, reindeers",45
reminder,noun,"reminder, reminders",45
rescue,noun,"rescue, rescues",45
resent,verb,"resent, resented, resenting, resents",45
rodeo,noun,"rodeo, rodeos",45
round,verb,"round, rounded, rounding, rounds",45
severe,adjective,"severe, severer, severest",45
slippery,adjective,"slippery, slipperier, slipperiest",45
smoker,noun,"smoker, smokers",45
spooky,adjective,"spooky, spookier, spookiest",45
ta-da,interjection,"ta-da, tada, ta-dah",45
tap,noun,"tap, taps",45
terror,noun,"terror, terrors",45
thirty-eight,numerals,thirty-eight,45
transplant,noun,"transplant, transplants",45
villain,noun,"villain, villains",45
well,noun,"well, wells",45
whatsoever,function word,whatsoever,45
stunt,verb,"stunt, stunts",45
dock,noun,"dock, docks",45
vomit,noun,vomit,44
a.k.a.,abbreviation,"AKA, a/k/a, A.K.A., a.k.a., aka",44
accurate,adjective,accurate,44
alter,verb,"alter, altered, altering, alters",44
ash,noun,"ash, ashes",44
authentic,adjective,authentic,44
basis,noun,"basis, bases, baseis",44
booger,noun,"booger, boogers",44
broken,adjective,broken,44
chemical,noun,"chemical, chemicals",44
clap,verb,"clap, clapped, clapping, claps",44
closely,adverb,"closely, closelier, closeliest ",44
commissioner,noun,"commissioner, commissioners",44
communication,noun,"communication, communications",44
drive,noun,"drive, drives",44
Dutch,proper noun,Dutch,44
engineer,noun,"engineer, engineers",44
fax,noun,"fax, faxes",44
federal,adjective,federal,44
fetch,verb,"fetch, fetched, fetches, fetching",44
forty-eight,numerals,forty-eight,44
fried,adjective,fried,44
glory,noun,"glory, glories",44
godfather,noun,"godfather, godfathers",44
harmless,adjective,harmless,44
hurry,noun,"hurry, hurries",44
importantly,adverb,importantly,44
lounge,noun,"lounge, lounges",44
major,noun,"major, majored, majoring, majorly, majors",44
milkshake,noun,"milkshake, milkshakes",44
mutant,noun,"mutant, mutants",44
near,adjective,"near, nearer, nearest",44
negotiate,verb,"negotiate, negotiated, negotiates, negotiating",44
notebook,noun,"notebook, notebooks",44
outlet,noun,"outlet, outlets",44
paycheck,noun,"paycheck, paychecks",44
prop,noun,"prop, props",44
quantum,noun,"quantum, quanta",44
range,noun,"range, ranges",44
sane,adjective,"sane, saner, sanest",44
saxophone,noun,"saxophone, saxophones",44
smiley,noun,"smiley, smilies, smileys",44
solar,adjective,solar,44
spaceship,noun,"spaceship, spaceships",44
stem,noun,"stem, stems",44
sting,verb,"sting, stinging, stings, stung",44
storage,noun,storage,44
suite,noun,"suite, suites",44
trade,noun,"trade, trades",44
unlock,verb,"unlock, unlocked, unlocking, unlocks",44
urban,adjective,urban,44
wacky,adjective,"wacky, wackier, wackiest, whacky, whackier, whackiest",44
warrior,noun,"warrior, warriors",44
Congress,proper noun,Congress,44
adore,verb,"adore, adored, adores, adoring",43
aggressive,adjective,aggressive,43
balcony,noun,"balcony, balconies",43
beam,noun,"beam, beams",43
cappuccino,noun,"cappuccino, cappuccinos",43
charm,noun,"charm, charms",43
cock,noun,"cock, cocks",43
consume,verb,"consume, consumed, consumes, consuming",43
crank,verb,"crank, cranked, cranking, cranks",43
duck,verb,"duck, ducked, ducking, ducks",43
European,proper noun,"European, Europeans",43
fatso,noun,"fatso, fatsos",43
fiction,noun,"fiction, fictions",43
headquarters,noun,headquarters,43
holder,noun,"holder, holders",43
income,noun,"income, incomes",43
ink,noun,"ink, inks",43
instrument,noun,"instrument, instruments",43
jinx,verb,"jinx, jinxed, jinxes, jinxing",43
kindly,adverb,kindly,43
liquid,noun,"liquid, liquids",43
lump,noun,"lump, lumps",43
magnet,noun,"magnet, magnets",43
mail,verb,"mail, mailed, mailing, mails",43
marketing,noun,"marketing, marketings",43
originally,adverb,originally,43
pfft,interjection,pfft,43
piggy,noun,"piggy, piggies",43
pineapple,noun,"pineapple, pineapples",43
poo,noun,"poo, poos",43
porch,noun,"porch, porches",43
predict,verb,"predict, predicted, predicting, predicts",43
priceless,adjective,priceless,43
priority,noun,"priority, priorities",43
public,noun,"public, publics",43
ramp,noun,"ramp, ramps",43
receipt,noun,"receipt, receipts",43
rusty,adjective,"rusty, rustier, rustiest",43
sandal,noun,"sandal, sandals",43
seize,verb,"seize, seized, seizes, seizing",43
servant,noun,"servant, servants",43
shrink,verb,"shrink, shrank, shrinking, shrinks, shrunk, shrunken",43
sidewalk,noun,"sidewalk, sidewalks",43
significant,adjective,significant,43
slaughter,verb,"slaughter, slaughtered, slaughtering, slaughters",43
spine,noun,"spine, spines",43
stubborn,adjective,"stubborn, stubborner, stubbornest",43
stumble,verb,"stumble, stumbled, stumbles, stumbling",43
trouble,verb,"trouble, troubled, troubles, troubling",43
upset,verb,"upset, upsets, upsetting",43
urge,noun,"urge, urges",43
urgent,adjective,urgent,43
veal,noun,"veal, veals",43
wink,verb,"wink, winked, winking, winks",43
notch,noun,"notch, notches",43
scum,noun,"scum, scums",43
sewer,noun,"sewer, sewers",43
bargain,noun,"bargain, bargains",43
driving,noun,driving,43
remark,noun,"remark, remarks",43
abort,verb,"abort, aborted, aborting, aborts",42
active,adjective,active,42
aid,noun,"aid, aids",42
aspirin,noun,"aspirin, aspirins",42
bakery,noun,"bakery, bakeries",42
biggie,noun,"biggy, biggie, biggies",42
bold,adjective,"bold, bolder, boldest",42
bomb,verb,"bomb, bombed, bombing, bombs",42
brat,noun,"brat, brats",42
cemetery,noun,"cemetery, cemeteries",42
cleanse,verb,"cleanse, cleansed, cleanses, cleansing",42
colleague,noun,"colleague, colleagues",42
colon,noun,"colon, colons",42
confusion,noun,"confusion, confusions",42
congratulate,verb,"congratulate, congratulated, congratulates, congratulating",42
contact,verb,"contact, contacted, contacting, contacts",42
context,noun,"context, contexts",42
creeps,noun,creeps,42
demand,noun,"demand, demands",42
dull,adjective,"dull, duller, dullest",42
ego,noun,"ego, egos",42
fog,noun,"fog, fogs",42
fuzzy,adjective,"fuzzy, fuzzier, fuzziest",42
individual,noun,"individual, individuals",42
insensitive,adjective,insensitive,42
investigation,noun,"investigation, investigations",42
investor,noun,"investor, investors",42
irresponsible,adjective,irresponsible,42
knit,verb,"knit, knits, knitted, knitting",42
meter,noun,"meter, meters",42
nominate,verb,"nominate, nominated, nominates, nominating",42
oatmeal,noun,oatmeal,42
omelet,noun,"omelet, omelets, omelette, omelettes",42
overcome,verb,"overcome, overcame, overcomes, overcoming",42
plaque,noun,"plaque, plaques",42
pursue,verb,"pursue, pursued, pursues, pursuing",42
reflect,verb,"reflect, reflected, reflecting, reflects",42
relation,noun,"relation, relations",42
rep,noun,"rep, reps",42
retard,noun,"retard, retards",42
seat,verb,"seat, seated, seating, seats",42
shack,noun,"shack, shacks",42
sincere,adjective,"sincere, sincerer, sincerest",42
slice,verb,"slice, sliced, slices, slicing",42
snap,interjection,snap,42
spell,noun,"spell, spells",42
theft,noun,"theft, thefts",42
tricky,adjective,"tricky, trickier, trickiest",42
tummy,noun,"tummy, tummies",42
twenty-six,numerals,twenty-six,42
undo,verb,"undo, undid, undoes, undoing, undone",42
unnecessary,adjective,unnecessary,42
unpleasant,adjective,unpleasant,42
vase,noun,"vase, vases",42
waist,noun,"waist, waists",42
IQ,abbreviation,"IQ, IQs",42
swan,noun,"swan, swans",42
premiere,noun,"premiere, premieres",42
thunder,noun,"thunder, thunders",42
bizarre,adjective,bizarre,41
cliff,noun,"cliff, cliffs",41
comb,verb,"comb, combed, combing, combs",41
curl,verb,"curl, curled, curling, curls",41
disable,verb,"disable, disabled, disables, disabling",41
district,noun,"district, districts",41
emerge,verb,"emerge, emerged, emerges, emerging",41
emperor,noun,"emperor, emperors",41
endless,adjective,endless,41
fantasize,verb,"fantasize, fantasized, fantasizes, fantasizing",41
folk,noun,"folk, folks",41
fortunately,adverb,fortunately,41
forward,verb,"forward, forwarded, forwarding, forwards",41
gap,noun,"gap, gaps",41
goggles,noun,goggles,41
handshake,noun,"handshake, handshakes",41
illusion,noun,"illusion, illusions",41
infection,noun,"infection, infections",41
influence,noun,"influence, influences",41
liberal,adjective,liberal,41
monitor,noun,"monitor, monitors",41
mutual,adjective,mutual,41
nun,noun,"nun, nuns",41
object,verb,"object, objected, objecting, objects",41
p.m.,abbreviation,"p.m., pm, PM, P.M.",41
patience,noun,patience,41
pickup,noun,"pickup, pickups",41
portrait,noun,"portrait, portraits",41
possess,verb,"possess, possessed, possesses, possessing",41
rabies,noun,rabies,41
redneck,noun,"redneck, rednecks",41
regard,noun,"regard, regards",41
relevant,adjective,relevant,41
restrain,verb,"restrain, restrained, restraining, restrains",41
satisfaction,noun,"satisfaction, satisfactions",41
secondly,adverb,secondly,41
single,noun,"single, singles",41
sip,noun,"sip, sips",41
sponsor,verb,"sponsor, sponsored, sponsoring, sponsors",41
sprinkles,noun,sprinkles,41
steel,noun,"steel, steels",41
subtitle,noun,"subtitle, subtitles",41
tackle,verb,"tackle, tackled, tackles, tackling",41
tacky,adjective,"tacky, tackier, tackiest",41
territory,noun,"territory, territories",41
tourist,noun,"tourist, tourists",41
tremendous,adjective,tremendous,41
trim,verb,"trim, trimmed, trimming, trims",41
tux,noun,"tux, tuxes",41
valentine,noun,"valentine, valentines",41
vegan,noun,"vegan, vegans",41
womb,noun,"womb, wombs",41
institute,noun,"institute, institutes",41
paw,noun,"paw, paws",41
absence,noun,"absence, absences",40
acceptable,adjective,acceptable,40
apart,adjective,apart,40
assemble,verb,"assemble, assembled, assembles, assembling",40
assistance,noun,assistance,40
back,verb,"back, backed, backing, backs",40
bluff,verb,"bluff, bluffed, bluffing, bluffs",40
bribe,verb,"bribe, bribed, bribes, bribing",40
bum,verb,"bum, bummed, bumming, bums",40
conceive,verb,"conceive, conceived, conceives, conceiving",40
diner,noun,"diner, diners",40
donor,noun,"donor, donors",40
drill,verb,"drill, drilled, drilling, drills",40
expel,verb,"expel, expelled, expelling, expels",40
finals,noun,finals,40
flow,verb,"flow, flowed, flowing, flows",40
garlic,noun,"garlic, garlics",40
golf,verb,"golf, golfed, golfing, golfs",40
groin,noun,"groin, groins",40
handful,noun,"handful, handfuls",40
hike,verb,"hike, hiked, hikes, hiking",40
importance,noun,"importance, importances",40
intimacy,noun,"intimacy, intimacies",40
inventor,noun,"inventor, inventors",40
mentor,noun,"mentor, mentors",40
mummy,noun,"mummy, mummies",40
ninth,noun,"ninth, ninths",40
occupy,verb,"occupy, occupied, occupies, occupying",40
pamphlet,noun,"pamphlet, pamphlets",40
pause,verb,"pause, paused, pauses, pausing",40
pretentious,adjective,pretentious,40
ranch,noun,"ranch, ranches",40
reverse,adjective,reverse,40
rooster,noun,"rooster, roosters",40
scramble,verb,"scramble, scrambled, scrambles, scrambling",40
scrape,verb,"scrape, scraped, scrapes, scraping",40
sensation,noun,"sensation, sensations",40
shuttle,noun,"shuttle, shuttles",40
stall,verb,"stall, stalled, stalling, stalls",40
storm,verb,"storm, stormed, storming, storms",40
summon,verb,"summon, summoned, summoning, summons",40
tad,noun,"tad, tads",40
tan,verb,"tan, tanned, tanning, tans",40
tango,noun,"tango, tangos, tangoes",40
teeny,adjective,"teeny, teenier, teeniest",40
tenth,numerals,"tenth, tenths",40
thirty-six,numerals,thirty-six,40
thrill,noun,"thrill, thrills",40
trash,verb,"trash, trashed, trashes, trashing",40
twenty-nine,numerals,twenty-nine,40
unexpected,adjective,unexpected,40
unicorn,noun,"unicorn, unicorns",40
unknown,adjective,unknown,40
unpack,verb,"unpack, unpacked, unpacking, unpacks",40
useful,adjective,useful,40
variety,noun,"variety, varieties",40
vicious,adjective,vicious,40
voter,noun,"voter, voters",40
warning,noun,"warning, warnings",40
writing,noun,"writing, writings",40
photograph,noun,"photograph, photographs",40
jerky,noun,jerky,40
manure,noun,"manure, manures",40
razor,noun,"razor, razors",40
animate,verb,"animate, animated, animates, animating",39
ATM,abbreviation,"ATM, ATMs",39
atmosphere,noun,"atmosphere, atmospheres",39
boundary,noun,"boundary, boundaries",39
cardboard,noun,"cardboard, cardboards",39
cherish,verb,"cherish, cherished, cherishes, cherishing",39
civilization,noun,"civilization, civilizations",39
commander,noun,"commander, commanders",39
conquer,verb,"conquer, conquered, conquering, conquers",39
convenience,noun,"convenience, conveniences",39
cook,noun,"cook, cooks",39
cram,verb,"cram, crammed, cramming, crams",39
deadline,noun,"deadline, deadlines",39
detector,noun,"detector, detectors",39
dresser,noun,"dresser, dressers",39
elegant,adjective,elegant,39
empire,noun,"empire, empires",39
extraordinary,adjective,extraordinary,39
grandson,noun,"grandson, grandsons",39
helpless,adjective,helpless,39
hike,noun,"hike, hikes",39
historical,adjective,historical,39
homeless,noun,homeless,39
hottie,noun,"hottie, hotties",39
identical,adjective,identical,39
initiate,verb,"initiate, initiated, initiates, initiating",39
investigate,verb,"investigate, investigated, investigates, investigating",39
itch,verb,"itch, itched, itches, itching",39
Jell-O,proper noun,Jell-O,39
juvenile,adjective,juvenile,39
lack,verb,"lack, lacked, lacking, lacks",39
Latin,proper noun,Latin,39
luggage,noun,luggage,39
mannequin,noun,"mannequin, mannequins",39
motivate,verb,"motivate, motivated, motivates, motivating",39
niece,noun,"niece, nieces",39
passport,noun,"passport, passports",39
pharmacist,noun,"pharmacist, pharmacists",39
pitcher,noun,"pitcher, pitchers",39
planetarium,noun,"planetarium, planetaria, planetariums",39
poisoning,noun,"poisoning, poisonings",39
policeman,noun,"policeman, policemen",39
precisely,adverb,precisely,39
profile,noun,"profile, profiles",39
reconsider,verb,"reconsider, reconsidered, reconsidering, reconsiders",39
ritual,noun,"ritual, rituals",39
robbery,noun,"robbery, robberies",39
self-esteem,noun,self-esteem,39
semen,noun,semen,39
six-pack,noun,"six-pack, six-packs",39
sleigh,noun,"sleigh, sleighs",39
spontaneous,adjective,spontaneous,39
stat,noun,"stat, stats",39
stunning,adjective,stunning,39
supper,noun,"supper, suppers",39
tab,noun,"tab, tabs",39
thirty-four,numerals,thirty-four,39
thirty-seven,numerals,thirty-seven,39
toast,verb,"toast, toasted, toasting, toasts",39
tolerate,verb,"tolerate, tolerated, tolerates, tolerating",39
translate,verb,"translate, translated, translates, translating",39
tuxedo,noun,"tuxedo, tuxedoes, tuxedos",39
wand,noun,"wand, wands",39
wipe,noun,"wipe, wipes",39
dimension,noun,"dimension, dimensions",39
serial,adjective,serial,39
toll,noun,"toll, tolls",39
affection,noun,"affection, affections",38
